,r_fighter,b_fighter,date_of_fight,location,winner,weight_class,b_wins,b_losses,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko/tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_stance,b_height_cms,b_Reach_cms,b_weight_lbs,r_wins,r_losses,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko/tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_stance,r_height_cms,r_Reach_cms,r_weight_lbs,b_age,r_age,Blue Total Wins,Red total Wins
1295,Jordan Mein,Alex Morono,7/28/2018,"Calgary, Alberta, Canada",Red,Welterweight,3,2,0,1,1,0,1,0,Orthodox,180.34,182.88,170,4,4,0,1,1,2,0,0,Orthodox,182.88,185.42,170,27,28,,
1296,Dustin Ortiz,Matheus Nicolau,7/28/2018,"Calgary, Alberta, Canada",Red,Flyweight,3,0,0,1,1,0,1,0,Orthodox,167.64,167.64,125,7,5,0,3,1,3,0,0,Orthodox,165.1,165.1,125,25,29,,
1297,Randa Markos,Nina Ansaroff,7/28/2018,"Calgary, Alberta, Canada",Blue,WomenStrawweight,2,2,0,0,1,0,1,0,Orthodox,165.1,162.56,115,4,4,0,1,3,0,0,0,Orthodox,162.56,160.02,115,32,32,,
1298,Alexis Davis,Katlyn Chookagian,7/28/2018,"Calgary, Alberta, Canada",Blue,WomenFlyweight,3,1,0,1,2,0,0,0,Orthodox,175.26,172.72,125,6,2,0,2,3,0,1,0,Orthodox,167.64,172.72,135,29,33,,
1299,Devin Powell,Alvaro Herrera Mendoza,7/28/2018,"Calgary, Alberta, Canada",Red,Lightweight,1,2,0,0,0,1,0,0,Orthodox,182.88,187.96,155,0,2,0,0,0,0,0,0,Orthodox,182.88,185.42,155,28,30,,
1300,John Makdessi,Ross Pearson,7/28/2018,"Calgary, Alberta, Canada",Red,Lightweight,12,12,0,2,5,4,0,1,Orthodox,172.72,175.26,155,8,6,0,1,4,3,0,0,Orthodox,172.72,172.72,155,33,33,,
1301,Mauricio Rua,Anthony Smith,7/22/2018,"Hamburg, Hamburg, Germany",Blue,LightHeavyweight,5,3,0,0,1,4,0,0,Orthodox,193.04,193.04,205,9,8,0,1,1,7,0,0,Orthodox,185.42,193.04,205,29,36,,
1302,Glover Teixeira,Corey Anderson,7/22/2018,"Hamburg, Hamburg, Germany",Blue,LightHeavyweight,7,4,0,0,5,2,0,0,Orthodox,190.5,200.66,205,10,4,0,0,2,4,3,1,Orthodox,187.96,193.04,205,28,38,,
1303,Emil Meek,Bartosz Fabinski,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Welterweight,2,0,0,0,2,0,0,0,Orthodox,182.88,190.5,170,1,1,0,0,1,0,0,0,Switch,180.34,187.96,170,32,29,,
1304,Vitor Miranda,Abu Azaitar,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Middleweight,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,185,3,3,0,0,0,3,0,0,Orthodox,185.42,195.58,185,32,39,,
1305,Danny Roberts,David Zawada,7/22/2018,"Hamburg, Hamburg, Germany",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,4,2,0,0,1,2,1,0,Southpaw,185.42,187.96,170,27,31,,
1306,Nasrat Haqparast,Marc Diakiese,7/22/2018,"Hamburg, Hamburg, Germany",Red,Lightweight,3,2,0,0,1,2,0,0,Orthodox,177.8,185.42,155,0,1,0,0,0,0,0,0,Southpaw,177.8,182.88,155,25,22,,
1307,Nick Hein,Damir Hadzovic,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Lightweight,1,2,0,0,0,1,0,0,Orthodox,175.26,177.8,155,4,2,0,0,4,0,0,0,Southpaw,167.64,167.64,155,31,34,,
1308,Marcin Tybura,Stefan Struve,7/22/2018,"Hamburg, Hamburg, Germany",Red,Heavyweight,12,8,1,0,1,5,5,0,Orthodox,210.82,213.36,265,3,3,0,0,1,2,0,0,Orthodox,190.5,198.12,249,30,32,,
1309,Davey Grant,Manny Bermudez,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Bantamweight,1,0,0,0,0,0,1,0,Orthodox,177.8,180.34,145,1,2,0,0,1,0,0,0,Orthodox,172.72,175.26,135,24,32,,
1310,Khalid Taha,Nad Narimani,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Featherweight,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,135,31,26,,
1311,Justin Ledet,Aleksandar Rakic,7/22/2018,"Hamburg, Hamburg, Germany",Blue,LightHeavyweight,1,0,0,0,1,0,0,0,Orthodox,193.04,198.12,205,3,0,0,1,1,0,1,0,Orthodox,193.04,203.2,205,26,29,,
1312,Jeremy Kimball,Darko Stosic,7/22/2018,"Hamburg, Hamburg, Germany",Blue,LightHeavyweight,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,1,2,0,0,0,1,0,0,Switch,182.88,182.88,205,26,27,,
1313,Damian Stasiak,Pingyuan Liu,7/22/2018,"Hamburg, Hamburg, Germany",Blue,Bantamweight,0,0,0,0,0,0,0,0,Orthodox,167.64,182.88,135,2,3,0,0,0,0,2,0,Orthodox,165.1,177.8,135,25,28,,
1314,Myles Jury,Chad Mendes,7/14/2018,"Boise, Idaho, USA",Blue,Featherweight,8,4,0,0,3,5,0,0,Orthodox,167.64,167.64,145,8,2,0,1,3,3,1,0,Orthodox,177.8,185.42,145,33,29,,
1315,Darren Elkins,Alexander Volkanovski,7/14/2018,"Boise, Idaho, USA",Blue,Featherweight,4,0,0,0,2,2,0,0,Orthodox,167.64,180.34,145,14,4,0,2,8,3,1,0,Orthodox,177.8,180.34,145,29,34,,
1316,Randy Brown,Niko Price,7/14/2018,"Boise, Idaho, USA",Blue,Welterweight,3,2,0,0,0,1,2,0,Orthodox,182.88,193.04,170,4,2,0,0,2,1,1,0,Orthodox,190.5,198.12,170,28,28,,
1317,Junior Dos Santos,Blagoy Ivanov,7/14/2018,"Boise, Idaho, USA",Red,Heavyweight,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,250,12,4,0,0,4,8,0,0,Orthodox,193.04,195.58,238,31,34,,
1318,Sage Northcutt,Zak Ottow,7/14/2018,"Boise, Idaho, USA",Red,Welterweight,3,2,0,2,0,1,0,0,Orthodox,180.34,182.88,170,5,2,0,0,3,1,1,0,Orthodox,182.88,180.34,170,31,22,,
1319,Cat Zingano,Marion Reneau,7/14/2018,"Boise, Idaho, USA",Red,WomenBantamweight,5,3,0,0,1,2,2,0,Orthodox,167.64,172.72,135,2,3,0,0,0,2,0,0,Southpaw,167.64,172.72,145,41,36,,
1320,Dennis Bermudez,Rick Glenn,7/14/2018,"Boise, Idaho, USA",Blue,Featherweight,2,2,0,1,1,0,0,0,Southpaw,182.88,177.8,145,9,6,0,2,4,1,2,0,Orthodox,167.64,167.64,155,29,31,,
1321,Eddie Wineland,Alejandro Perez,7/14/2018,"Boise, Idaho, USA",Blue,Bantamweight,6,2,0,1,2,3,0,0,Orthodox,167.64,170.18,145,5,6,0,1,0,4,0,0,Orthodox,170.18,175.26,135,28,34,,
1322,Kurt Holobaugh,Raoni Barcelos,7/14/2018,"Boise, Idaho, USA",Blue,Featherweight,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,1,0,0,0,0,0,0,Orthodox,180.34,177.8,155,31,31,,
1323,Mark De La Rosa,Elias Garcia,7/14/2018,"Boise, Idaho, USA",Red,Flyweight,0,0,0,0,0,0,0,0,Southpaw,165.1,170.18,125,0,1,0,0,0,0,0,0,Orthodox,167.64,165.1,135,25,23,,
1324,Justin Scoggins,Said Nurmagomedov,7/14/2018,"Boise, Idaho, USA",Blue,Flyweight,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,4,4,0,0,3,1,0,0,Southpaw,170.18,167.64,125,26,26,,
1325,Jessica Aguilar,Jodie Esquibel,7/14/2018,"Boise, Idaho, USA",Red,WomenStrawweight,0,1,0,0,0,0,0,0,Orthodox,154.94,162.56,115,0,2,0,0,0,0,0,0,Orthodox,160.02,160.02,115,32,36,,
1326,Liz Carmouche,Jennifer Maia,7/14/2018,"Boise, Idaho, USA",Red,WomenFlyweight,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,3,4,0,1,1,1,0,0,Orthodox,167.64,167.64,125,29,34,,
1327,Stipe Miocic,Daniel Cormier,7/7/2018,"Las Vegas, Nevada, USA",Blue,Heavyweight,9,2,0,1,3,2,3,0,Orthodox,180.34,182.88,235,12,2,0,0,4,8,0,0,Orthodox,193.04,203.2,240,39,35,,
1328,Raphael Assuncao,Rob Font,7/7/2018,"Las Vegas, Nevada, USA",Red,Bantamweight,5,2,0,0,0,4,1,0,Orthodox,172.72,180.34,135,10,2,0,3,4,2,1,0,Orthodox,165.1,167.64,135,31,35,,
1329,Lando Vannata,Drakkar Klose,7/7/2018,"Las Vegas, Nevada, USA",Blue,Lightweight,2,1,0,1,1,0,0,0,Orthodox,175.26,177.8,155,1,3,0,0,0,1,0,0,Orthodox,175.26,180.34,155,30,26,,
1330,Gokhan Saki,Khalil Rountree Jr.,7/7/2018,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,2,3,0,0,0,2,0,0,Southpaw,185.42,193.04,205,1,0,0,0,0,1,0,0,Orthodox,182.88,185.42,205,28,34,,
1331,Uriah Hall,Paulo Costa,7/7/2018,"Las Vegas, Nevada, USA",Blue,Middleweight,3,0,0,0,0,3,0,0,Orthodox,185.42,182.88,185,6,6,0,0,1,3,0,2,Orthodox,182.88,200.66,185,27,33,,
1332,Francis Ngannou,Derrick Lewis,7/7/2018,"Las Vegas, Nevada, USA",Blue,Heavyweight,10,3,0,1,0,9,0,0,Orthodox,190.5,200.66,260,6,1,0,0,0,4,1,1,Orthodox,193.04,210.82,250,33,31,,
1333,Paul Felder,Mike Perry,7/7/2018,"Las Vegas, Nevada, USA",Blue,Welterweight,4,3,0,0,0,4,0,0,Orthodox,177.8,180.34,170,7,3,0,1,1,4,1,0,Orthodox,180.34,177.8,155,26,34,,
1334,Michael Chiesa,Anthony Pettis,7/7/2018,"Las Vegas, Nevada, USA",Blue,Lightweight,7,6,0,1,1,2,3,0,Orthodox,177.8,182.88,155,7,3,0,0,2,0,5,0,Southpaw,185.42,190.5,170,31,30,,
1335,Dan Hooker,Gilbert Burns,7/7/2018,"Las Vegas, Nevada, USA",Red,Lightweight,6,2,0,0,1,2,3,0,Orthodox,177.8,180.34,170,6,3,0,0,0,4,2,0,Switch,182.88,190.5,155,31,28,,
1336,Curtis Millender,Max Griffin,7/7/2018,"Las Vegas, Nevada, USA",Red,Welterweight,2,2,0,0,1,1,0,0,Orthodox,180.34,193.04,170,1,0,0,0,0,1,0,0,Orthodox,187.96,193.04,170,32,30,,
1337,Jamie Moyle,Emily Whitmire,7/7/2018,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,0,1,0,0,0,0,0,0,Orthodox,165.1,160.02,115,1,1,0,0,1,0,0,0,Orthodox,154.94,165.1,115,27,29,,
1339,Michael Trizano,Joe Giannetti,7/6/2018,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,155,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,23,26,,
1340,Brad Tavares,Israel Adesanya,7/6/2018,"Las Vegas, Nevada, USA",Blue,Middleweight,2,0,0,1,0,1,0,0,Switch,193.04,203.2,185,12,4,0,2,8,2,0,0,Orthodox,185.42,187.96,185,28,30,,
1341,Luis Pena,Richie Smullen,7/6/2018,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,155,26,25,,
1342,Alessio Di Chirico,Julian Marquez,7/6/2018,"Las Vegas, Nevada, USA",Red,Middleweight,1,0,0,0,0,0,1,0,Orthodox,187.96,182.88,185,2,2,0,1,0,1,0,0,Orthodox,182.88,187.96,185,28,28,,
1343,Montana De La Rosa,Rachael Ostovich,7/6/2018,"Las Vegas, Nevada, USA",Red,WomenFlyweight,1,0,0,0,0,0,1,0,Orthodox,160.02,157.48,125,1,0,0,0,0,0,1,0,Orthodox,170.18,172.72,125,27,23,,
1344,Roxanne Modafferi,Barb Honchak,7/6/2018,"Las Vegas, Nevada, USA",Red,WomenFlyweight,0,1,0,0,0,0,0,0,Orthodox,162.56,165.1,125,0,2,0,0,0,0,0,0,Orthodox,170.18,175.26,125,38,35,,
1345,Alex Caceres,Martin Bravo,7/6/2018,"Las Vegas, Nevada, USA",Red,Featherweight,1,1,0,0,0,1,0,0,Southpaw,172.72,180.34,145,8,10,0,2,3,0,2,1,Southpaw,177.8,185.42,145,24,30,,
1346,John Gunther,Allan Zuniga,7/6/2018,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,155,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,26,32,,
1347,Matt Bessette,Steven Peterson,7/6/2018,"Las Vegas, Nevada, USA",Blue,Featherweight,0,1,0,0,0,0,0,0,Orthodox,177.8,177.8,145,0,1,0,0,0,0,0,0,Orthodox,177.8,177.8,145,28,33,,
1348,Tyler Diamond,Bryce Mitchell,7/6/2018,"Las Vegas, Nevada, USA",Blue,Featherweight,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,145,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,23,27,,
1349,Gerald Meerschaert,Oskar Piechota,7/6/2018,"Las Vegas, Nevada, USA",Red,Middleweight,2,0,0,0,1,1,0,0,Southpaw,182.88,193.04,185,3,1,0,0,0,1,2,0,Southpaw,185.42,195.58,185,28,30,,
1350,Song Kenan,Hector Aldana,6/23/2018,"Kallang, Singapore",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,0,0,0,0,1,0,0,Orthodox,182.88,180.34,170,29,28,,
1351,Ovince Saint Preux,Tyson Pedro,6/23/2018,"Kallang, Singapore",Red,LightHeavyweight,3,1,0,0,0,1,2,0,Orthodox,190.5,200.66,205,10,6,1,0,1,5,3,0,Southpaw,190.5,203.2,205,26,35,,
1352,Li Jingliang,Daichi Abe,6/23/2018,"Kallang, Singapore",Red,Welterweight,1,1,0,0,1,0,0,0,Orthodox,180.34,180.34,170,6,3,0,1,1,4,0,0,Orthodox,182.88,180.34,170,26,30,,
1353,Teruto Ishihara,Petr Yan,6/23/2018,"Kallang, Singapore",Blue,Bantamweight,0,0,0,0,0,0,0,0,Switch,170.18,170.18,135,3,4,0,0,1,2,0,0,Southpaw,170.18,175.26,135,25,26,,
1354,Donald Cerrone,Leon Edwards,6/23/2018,"Kallang, Singapore",Blue,Welterweight,7,2,0,0,4,2,1,0,Southpaw,187.96,187.96,170,20,7,0,0,6,9,5,0,Orthodox,185.42,185.42,155,26,35,,
1355,Jessica-Rose Clark,Jessica Eye,6/23/2018,"Kallang, Singapore",Blue,WomenFlyweight,2,6,0,1,0,0,0,1,Orthodox,167.64,167.64,125,2,0,0,1,1,0,0,0,Orthodox,165.1,162.56,125,31,30,,
1356,Felipe Arantes,Song Yadong,6/23/2018,"Kallang, Singapore",Blue,Bantamweight,1,0,0,0,0,0,1,0,Orthodox,172.72,170.18,145,5,6,0,0,2,1,2,0,Orthodox,172.72,185.42,135,20,30,,
1357,Rolando Dy,Shane Young,6/23/2018,"Kallang, Singapore",Blue,Featherweight,0,1,0,0,0,0,0,0,Orthodox,172.72,182.88,145,1,2,0,0,1,0,0,0,Orthodox,172.72,175.26,145,24,27,,
1358,Shinsho Anzai,Jake Matthews,6/23/2018,"Kallang, Singapore",Blue,Welterweight,6,3,0,1,1,0,3,1,Orthodox,180.34,185.42,170,2,1,0,0,1,0,0,1,Orthodox,170.18,177.8,170,23,32,,
1359,Viviane Pereira,Yan Xiaonan,6/23/2018,"Kallang, Singapore",Blue,WomenStrawweight,1,0,0,0,1,0,0,0,Orthodox,165.1,160.02,115,2,1,0,1,1,0,0,0,Orthodox,154.94,160.02,115,29,24,,
1360,Jenel Lausa,Yuta Sasaki,6/23/2018,"Kallang, Singapore",Blue,Flyweight,3,4,0,0,0,0,3,0,Southpaw,177.8,180.34,125,1,2,0,0,1,0,0,0,Orthodox,165.1,172.72,125,28,29,,
1361,Matt Schnell,Naoki Inoue,6/23/2018,"Kallang, Singapore",Red,Flyweight,1,0,0,0,1,0,0,0,Orthodox,175.26,180.34,125,1,2,0,0,1,0,0,0,Orthodox,172.72,177.8,125,21,28,,
1362,Ji Yeon Kim,Melinda Fabian,6/23/2018,"Kallang, Singapore",Red,WomenFlyweight,0,1,0,0,0,0,0,0,nan,167.64,167.64,125,1,1,0,1,0,0,0,0,Orthodox,170.18,182.88,125,30,28,,
1363,Claudia Gadelha,Carla Esparza,6/9/2018,"Chicago, Illinois, USA",Red,WomenStrawweight,4,2,0,0,3,0,1,0,Orthodox,154.94,160.02,115,4,3,0,0,3,0,1,0,Orthodox,162.56,160.02,115,30,29,,
1364,Andrei Arlovski,Tai Tuivasa,6/9/2018,"Chicago, Illinois, USA",Blue,Heavyweight,2,0,0,0,0,2,0,0,Southpaw,187.96,190.5,264,16,9,0,1,4,9,2,0,Orthodox,190.5,195.58,240,25,39,,
1365,Ricardo Lamas,Mirsad Bektic,6/9/2018,"Chicago, Illinois, USA",Blue,Featherweight,5,1,1,0,1,2,1,0,Orthodox,172.72,177.8,145,9,4,0,0,3,3,3,0,Orthodox,172.72,180.34,145,27,36,,
1366,Rafael Dos Anjos,Colby Covington,6/9/2018,"Chicago, Illinois, USA",Blue,Welterweight,8,1,0,0,4,2,2,0,Orthodox,180.34,182.88,170,17,7,0,0,10,4,3,0,Southpaw,172.72,177.8,155,30,33,,
1367,Alistair Overeem,Curtis Blaydes,6/9/2018,"Chicago, Illinois, USA",Blue,Heavyweight,4,2,0,0,2,1,0,1,Orthodox,193.04,203.2,265,8,5,1,0,2,5,0,0,Orthodox,193.04,203.2,265,27,38,,
1368,Robert Whittaker,Yoel Romero,6/9/2018,"Chicago, Illinois, USA",Red,Middleweight,9,1,0,1,1,7,0,0,Southpaw,182.88,185.42,185,10,2,0,0,5,5,0,0,Orthodox,182.88,185.42,185,41,27,,
1370,Holly Holm,Megan Anderson,6/9/2018,"Chicago, Illinois, USA",Red,WomenFeatherweight,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,4,4,0,1,1,2,0,0,Southpaw,172.72,175.26,135,28,36,,
1371,Rashad Coulter,Chris de la Rocha,6/9/2018,"Chicago, Illinois, USA",Blue,Heavyweight,0,2,0,0,0,0,0,0,Orthodox,190.5,203.2,250,0,2,0,0,0,0,0,0,Orthodox,180.34,193.04,205,39,36,,
1372,Rashad Evans,Anthony Smith,6/9/2018,"Chicago, Illinois, USA",Blue,LightHeavyweight,4,3,0,0,1,3,0,0,Orthodox,193.04,193.04,205,14,8,1,4,3,6,0,0,Orthodox,182.88,190.5,205,29,38,,
1373,Mike Santiago,Dan Ige,6/9/2018,"Chicago, Illinois, USA",Blue,Featherweight,0,1,0,0,0,0,0,0,Orthodox,170.18,180.34,145,0,2,0,0,0,0,0,0,Orthodox,177.8,175.26,145,26,28,,
1374,Clay Guida,Charles Oliveira,6/9/2018,"Chicago, Illinois, USA",Blue,Lightweight,10,9,0,0,1,0,9,0,Orthodox,177.8,187.96,155,14,11,0,3,5,2,4,0,Orthodox,170.18,177.8,155,28,36,,
1375,Joseph Benavidez,Sergio Pettis,6/9/2018,"Chicago, Illinois, USA",Blue,Flyweight,7,3,0,0,7,0,0,0,Orthodox,167.64,175.26,125,12,2,0,1,7,3,1,0,Southpaw,162.56,165.1,125,24,33,,
1376,Jake Ellenberger,Ben Saunders,6/1/2018,"Utica, New York, USA",Blue,Welterweight,8,6,0,1,2,2,3,0,Orthodox,187.96,195.58,170,10,9,0,1,2,5,1,1,Orthodox,175.26,180.34,170,35,33,,
1377,Jimmie Rivera,Marlon Moraes,6/1/2018,"Utica, New York, USA",Blue,Bantamweight,2,1,0,1,0,1,0,0,Orthodox,167.64,170.18,135,5,0,0,1,3,1,0,0,Orthodox,162.56,172.72,135,30,28,,
1378,Nik Lentz,David Teymur,6/1/2018,"Utica, New York, USA",Blue,Lightweight,4,0,0,0,2,2,0,0,Southpaw,175.26,185.42,155,12,7,0,2,6,2,2,0,Orthodox,172.72,172.72,145,29,33,,
1379,Sijara Eubanks,Lauren Murphy,6/1/2018,"Utica, New York, USA",Red,WomenFlyweight,2,3,0,1,0,1,0,0,Orthodox,165.1,170.18,125,0,0,0,0,0,0,0,0,Orthodox,162.56,170.18,135,34,33,,
1380,Gian Villante,Sam Alvey,6/1/2018,"Utica, New York, USA",Blue,LightHeavyweight,9,5,0,1,2,5,1,0,Southpaw,187.96,190.5,205,6,6,0,2,0,4,0,0,Orthodox,190.5,193.04,230,32,32,,
1381,Walt Harris,Daniel Spitz,6/1/2018,"Utica, New York, USA",Red,Heavyweight,1,1,0,0,0,1,0,0,Orthodox,200.66,208.28,245,3,6,0,0,0,3,0,0,Southpaw,195.58,195.58,250,27,34,,
1382,Julio Arce,Daniel Teymur,6/1/2018,"Utica, New York, USA",Red,Featherweight,0,1,0,0,0,0,0,0,Orthodox,165.1,175.26,145,1,0,0,0,1,0,0,0,Southpaw,170.18,177.8,145,30,28,,
1383,Gregor Gillespie,Vinc Pichel,6/1/2018,"Utica, New York, USA",Red,Lightweight,4,1,0,0,3,1,0,0,Orthodox,177.8,182.88,155,4,0,0,0,1,2,1,0,Orthodox,170.18,180.34,155,35,31,,
1384,Jarred Brooks,Jose Torres,6/1/2018,"Utica, New York, USA",Blue,Flyweight,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,1,1,0,1,0,0,0,0,Switch,160.02,157.48,125,25,25,,
1385,Desmond Green,Gleison Tibau,6/1/2018,"Utica, New York, USA",Red,Lightweight,16,11,0,5,6,1,4,0,Southpaw,177.8,180.34,155,1,2,0,1,0,0,0,0,Southpaw,177.8,185.42,155,34,28,,
1386,Belal Muhammad,Chance Rencountre,6/1/2018,"Utica, New York, USA",Red,Welterweight,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,4,2,0,1,2,1,0,0,Orthodox,180.34,182.88,170,31,29,,
1387,Johnny Eduardo,Nathaniel Wood,6/1/2018,"Utica, New York, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,140,3,3,0,0,1,2,0,0,Orthodox,170.18,180.34,135,25,39,,
1388,Neil Magny,Craig White,5/27/2018,"Liverpool, England, United Kingdom",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,13,5,0,1,7,4,1,0,Orthodox,190.5,203.2,170,27,30,,
1389,Jason Knight,Makwan Amirkhani,5/27/2018,"Liverpool, England, United Kingdom",Blue,Featherweight,3,1,0,0,1,1,1,0,Southpaw,177.8,182.88,145,4,3,0,1,1,1,1,0,Orthodox,177.8,180.34,145,29,25,,
1390,Lina Lansberg,Gina Mazany,5/27/2018,"Liverpool, England, United Kingdom",Red,WomenBantamweight,1,1,0,0,1,0,0,0,Southpaw,167.64,172.72,125,1,2,0,0,1,0,0,0,Orthodox,170.18,165.1,135,29,36,,
1391,Eric Spicely,Darren Stewart,5/27/2018,"Liverpool, England, United Kingdom",Blue,Middleweight,0,4,0,0,0,0,0,0,Orthodox,182.88,187.96,185,2,3,0,0,0,0,2,0,Orthodox,185.42,185.42,185,27,31,,
1392,Stephen Thompson,Darren Till,5/27/2018,"Liverpool, England, United Kingdom",Blue,Welterweight,4,1,0,0,2,2,0,0,Southpaw,182.88,187.96,185,9,3,0,0,4,5,0,0,Orthodox,182.88,190.5,170,25,35,,
1393,Arnold Allen,Mads Burnell,5/27/2018,"Liverpool, England, United Kingdom",Red,Featherweight,1,1,0,0,1,0,0,0,Orthodox,172.72,175.26,145,3,0,0,1,1,0,1,0,Southpaw,172.72,177.8,145,24,24,,
1394,Claudio Silva,Nordine Taleb,5/27/2018,"Liverpool, England, United Kingdom",Red,Welterweight,6,2,0,1,3,2,0,0,Orthodox,185.42,187.96,170,2,0,0,1,1,0,0,0,Southpaw,180.34,180.34,170,36,35,,
1395,Daniel Kelly,Tom Breese,5/27/2018,"Liverpool, England, United Kingdom",Blue,Middleweight,3,1,0,0,1,2,0,0,Southpaw,190.5,185.42,185,6,3,0,1,3,1,1,0,Southpaw,182.88,177.8,185,26,40,,
1396,Brad Scott,Carlo Pedersoli Jr.,5/27/2018,"Liverpool, England, United Kingdom",Blue,Welterweight,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,170,3,4,0,1,0,0,2,0,Orthodox,185.42,193.04,170,24,28,,
1397,Gillian Robertson,Molly McCann,5/27/2018,"Liverpool, England, United Kingdom",Red,WomenFlyweight,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,125,1,0,0,0,0,0,1,0,Orthodox,165.1,160.02,125,28,23,,
1398,Elias Theodorou,Trevor Smith,5/27/2018,"Liverpool, England, United Kingdom",Red,Middleweight,5,4,0,1,4,0,0,0,Orthodox,190.5,190.5,185,6,2,0,0,4,2,0,0,Orthodox,185.42,190.5,185,37,29,,
1399,Jared Cannonier,Dominick Reyes,5/19/2018,"Santiago, Chile",Blue,LightHeavyweight,2,0,0,0,0,1,1,0,Southpaw,193.04,195.58,205,3,3,0,0,1,2,0,0,Switch,180.34,195.58,185,28,34,,
1400,Alexa Grasso,Tatiana Suarez,5/19/2018,"Santiago, Chile",Blue,WomenStrawweight,2,0,0,0,1,0,1,0,Southpaw,165.1,167.64,115,2,1,0,1,1,0,0,0,Orthodox,165.1,167.64,125,27,24,,
1401,Diego Rivas,Guido Cannetti,5/19/2018,"Santiago, Chile",Blue,Bantamweight,1,2,0,0,1,0,0,0,Southpaw,167.64,172.72,135,2,1,0,0,1,1,0,0,Orthodox,172.72,175.26,145,38,26,,
1402,Zak Cummings,Michel Prazeres,5/19/2018,"Santiago, Chile",Blue,Welterweight,8,2,0,2,4,0,2,0,Orthodox,167.64,170.18,170,6,2,0,0,2,1,3,0,Southpaw,182.88,190.5,185,36,33,,
1403,Veronica Macedo,Andrea Lee,5/19/2018,"Santiago, Chile",Blue,WomenFlyweight,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,0,1,0,0,0,0,0,0,Southpaw,162.56,162.56,125,29,22,,
1404,Demian Maia,Kamaru Usman,5/19/2018,"Santiago, Chile",Blue,Welterweight,7,0,0,0,5,1,1,0,Switch,182.88,193.04,170,19,8,0,1,8,1,9,0,Southpaw,185.42,182.88,170,31,40,,
1405,Vicente Luque,Chad Laprise,5/19/2018,"Santiago, Chile",Red,Welterweight,6,2,0,1,2,3,0,0,Orthodox,177.8,180.34,170,5,2,0,0,0,2,3,0,Orthodox,180.34,190.5,170,31,26,,
1406,Brandon Moreno,Alexandre Pantoja,5/19/2018,"Santiago, Chile",Blue,Flyweight,2,1,0,1,0,0,1,0,Orthodox,165.1,170.18,125,3,1,0,1,0,0,2,0,Orthodox,170.18,177.8,125,28,24,,
1407,Poliana Botelho,Syuri Kondo,5/19/2018,"Santiago, Chile",Red,WomenStrawweight,1,0,0,1,0,0,0,0,Orthodox,162.56,167.64,115,1,0,0,0,1,0,0,0,Orthodox,172.72,170.18,115,29,29,,
1408,Gabriel Benitez,Humberto Bandenay,5/19/2018,"Santiago, Chile",Red,Featherweight,1,0,0,0,0,1,0,0,Southpaw,180.34,180.34,145,4,2,0,0,2,0,2,0,Southpaw,172.72,180.34,155,23,29,,
